example_id,conversation_id,customer_message,historical_reply,proposed_intent,proposed_decision,final_intent,final_decision,human_verified,reviewer_notes
gold_084,7826561ef780595e6d64eca75fff7cd3,new update on iPad mini. Wireless headphones connected via Bluetooth. Every app resets to mute headphones. Volume all the way up. #help #please,You're in good hands. Send us a DM with which version of iOS your iPad Mini is on and we'll continue there. https://t.co/GDrqU22YpT,Connectivity_Hardware,AUTO_HANDLE,Connectivity_Hardware,AUTO_HANDLE,True,
gold_085,98438445ef3be2baecc16e834b14ad8b,my speakerphone doesn't work. Did anyone test ios 11 before it was released ? It's a fucking disgrace !,We're happy to assist with any complications you're experiencing after updating via a DM. https://t.co/GDrqU22YpT,Connectivity_Hardware,AUTO_HANDLE,Connectivity_Hardware,AUTO_HANDLE,True,
gold_086,c3f17c9e3a86d2f927a8cd63d686b191,since update 11.0.2 my WiFi. I longer works. Will the fix be out today or can I revert to the previous iOS?,Let's get to the bottom of this. Do you have this issue with multiple Wi-Fi networks?,Connectivity_Hardware,AUTO_HANDLE,Connectivity_Hardware,AUTO_HANDLE,True,
gold_087,3af5112cb32377d5e1d4db16bf9aca98,"if you install High Sierra via a USB stick, Bluetooth doesn't work. Very, very, very annoying problem. https://t.co/cn4UNsHeSp",We'd be happy to look into what's going on. Which Mac are you using?,Connectivity_Hardware,AUTO_HANDLE,Connectivity_Hardware,AUTO_HANDLE,True,
gold_088,3671e873e0600d5f0ecb6845ac7009dc,"iOS 11 updates causing anxiety...speaker phone issues, bluetooth not syncing... come on now @AppleSupport @115858",What sort of issues? Does it connect to any Bluetooth device? DM us more details and we'll dive in to get them sorted together! https://t.co/GDrqU22YpT,Connectivity_Hardware,AUTO_HANDLE,Connectivity_Hardware,AUTO_HANDLE,True,
gold_089,48388d0bed2aecd7c22974ff30e6fbd4,Since I downloaded the last update the wifi keep making itself On. Please fix this. https://t.co/Jxb74gpSvp,Thanks for reaching out. We'd be happy to look into this with you. Can you provide us the steps you're taking to turn off Wi-Fi?,Connectivity_Hardware,AUTO_HANDLE,Connectivity_Hardware,AUTO_HANDLE,True,
gold_090,60cc6dd2101bfa90dffe66b26e021048,"Hi! Since I updated iOS 11 in my Iphone, bluetooth connection in different devices is very poor. Sound breaks or goes away",Let's help work together on this. Do you notice this issue when using the speaker or the receiver? Please reply in DM. https://t.co/GDrqU2kzhr,Connectivity_Hardware,AUTO_HANDLE,Connectivity_Hardware,AUTO_HANDLE,True,
gold_091,b0754904963e4ada297a53ff6607cfd0,terrible cracking sound in calls especially while using speaker,We want to help. What device is this occurring with? What version of iOS is the device running?,Connectivity_Hardware,AUTO_HANDLE,Connectivity_Hardware,AUTO_HANDLE,True,
gold_092,ce56c9211b6eba37b2c77240da74c00e,How many times will I learn the painful lesson of upgrading @115858 software too early. I can only make phone calls with bluetooth off?,Let us help you get this sorted out. Which version of the new iOS are you currently using?,Connectivity_Hardware,AUTO_HANDLE,Connectivity_Hardware,AUTO_HANDLE,True,
gold_093,5e93856adc162f0ddc02dd467a6b538d,why does my Bluetooth turn on randomly?,"We're here to help! Are you currently using iOS 11? If so, this article can provide you with details: https://t.co/JxDWije6Lq",Connectivity_Hardware,AUTO_HANDLE,Connectivity_Hardware,AUTO_HANDLE,True,
gold_094,e44e2d52abffb40650ccec623b005b26,HELP! Loud speaker doesn't work on my phone anymore 😭😭😭,We'd like to help get your speaker working again! Please confirm if this happens during calls only via DM. https://t.co/GDrqU2kzhr,Connectivity_Hardware,AUTO_HANDLE,Connectivity_Hardware,AUTO_HANDLE,True,
gold_095,e2eb9c01f0650a532802c232f6f7eb7a,since updating to the newest update my WiFi turns its self off WHY?? Every time I update there is a problem 😡😡😡,Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU2kzhr,Connectivity_Hardware,AUTO_HANDLE,Connectivity_Hardware,AUTO_HANDLE,True,
gold_096,71970b76de9329f489e5887f2ed5ab42,"iOS 11.0.2 causing multiple app crashes and freezes on launch for me, speaker phone works intermittently, sluggish performance",We're here to help you have the best experience possible. DM us what country or region you're located in and we'll help. https://t.co/GDrqU2kzhr,Connectivity_Hardware,AUTO_HANDLE,Connectivity_Hardware,AUTO_HANDLE,True,
gold_097,1093bb15070e14147fde70265868b681,Hey @115858 this update won't let me control Bluetooth sound in my car? Am I supposed to reach all the way to the dash?,We'd love to help out here. Are you using Apple CarPlay?,Connectivity_Hardware,AUTO_HANDLE,Connectivity_Hardware,AUTO_HANDLE,True,
gold_098,192a2b47121e5978cbd8c0d1957414af,can y'all please fix the music app in the control panel? i have bluetooth headphones and it won't let me skip songs. https://t.co/iTYcKa5aUK,We want you to be able to enjoy your music on your iPhone. Have you restarted the iPhone or updated to the latest iOS 11.0.2?,Connectivity_Hardware,AUTO_HANDLE,Connectivity_Hardware,AUTO_HANDLE,True,
gold_099,c5a2259cbe6cf981597b7113f8cc3f9a,@115858 fix the off-ish issue with Wi-Fi and Bluetooth in the control center. The UI is deceiving.,Could you clarify the issue? Bluetooth and Wi-Fi in the Control Center have changed with iOS 11: https://t.co/JxDWijvIa0,Connectivity_Hardware,AUTO_HANDLE,Connectivity_Hardware,AUTO_HANDLE,True,
gold_100,898351f45273fbb839b9b6c5f301e747,my iPod screen is cracked and the touch screen isn't working. What box is it best to tick to get both issues repaired? https://t.co/G7YzTMCKKJ,"Great question. You can choose the option for ""Screen is cracked"" and you'll be provided with your available options.",Connectivity_Hardware,ESCALATE_TO_HUMAN,Connectivity_Hardware,ESCALATE_TO_HUMAN,True,
gold_101,aa387f7435fd0578a41e25489171fe5d,The new iPhone update stay turning on my WiFi bruh!!! 😡😤 @115858,"We want to help. With iOS 11, you can turn off Wi-Fi and Bluetooth in Settings. More information is here: https://t.co/vzVz37YMv0",Connectivity_Hardware,AUTO_HANDLE,Connectivity_Hardware,AUTO_HANDLE,True,
gold_102,d3b46f18df6bba1523a1e8366aaa3c48,speakerphone stopped working after updating to iOS 11,Let us help you take care of that. Join us in DM so we can better assist you: https://t.co/GDrqU22YpT,Connectivity_Hardware,AUTO_HANDLE,Connectivity_Hardware,AUTO_HANDLE,True,
gold_103,ede6f4372e1a5a11e64fafc60d6b8763,Is there anyway to stop my WiFi from ALWAYS being on besides going into settings and turning it off?,Disconnect from any network you're connected to by using the Contol Center is another option: https://t.co/G7BHuQnDS6,Connectivity_Hardware,AUTO_HANDLE,Connectivity_Hardware,AUTO_HANDLE,True,
gold_104,5e1c0fc38a568f5d8dc1674d83b72451,"@115858 IOS 11.0.2 is still full of issues. For example, using the swipe up options menu to turn off wifi does not actually 1/2",Control Center has changed the functionality for Wi-Fi and Bluetooth. There's an explanation here: https://t.co/G7BHuQnDS6,Connectivity_Hardware,AUTO_HANDLE,Connectivity_Hardware,AUTO_HANDLE,True,
gold_105,8034421e84bc0af0a226115d2ef43f5d,what the fuck dude fuck this phone the speaker literally crackles like 5 times every song i'm going to kill mtswld i hate you @115858,We want to help you with your new iPhone 8. Please meet us in DM with more details. https://t.co/GDrqU22YpT,Connectivity_Hardware,AUTO_HANDLE,Connectivity_Hardware,AUTO_HANDLE,True,
gold_106,cf3c261a9100f79a3f1d018fa4066595,why does my WiFi keep turning itself on? I've turned it off at least 4 times today,We can look into this. Which device is this occurring on and what's the software version?,Connectivity_Hardware,AUTO_HANDLE,Connectivity_Hardware,AUTO_HANDLE,True,
gold_107,dcf4a05056758d2a1b4c06fb45275dd8,i updated my ipad mini 3 last night and now the wifi doesnt work,Let's team up to get this addressed. Are you still able to see nearby networks in the Settings? Let us know via a DM. https://t.co/GDrqU22YpT,Connectivity_Hardware,AUTO_HANDLE,Connectivity_Hardware,AUTO_HANDLE,True,
gold_108,459976f213b4a7fbef5016ad09a4bd36,.@115858 Why is the new #iOS11 update causing my wifi to turn on constantly? cc @116333,"Are you referring to the Wi-Fi button in Control Center? It changed a bit in iOS 11, find out more here: https://t.co/vodH4madjc",Connectivity_Hardware,AUTO_HANDLE,Connectivity_Hardware,AUTO_HANDLE,True,
gold_109,b609e1c09680a3b5d8e00eed111b483d,"Completely fed up with bluetooth issues in iOS 11 - @115858, sort them out!",We're here to help. DM us a bit more about what is going on and we can go from there together. https://t.co/GDrqU22YpT,Connectivity_Hardware,AUTO_HANDLE,Connectivity_Hardware,AUTO_HANDLE,True,
gold_110,7a0afaca20241b4944e27607222fe7c8,why the fucc doesnt my phone connect to wifi @AppleSupport fix this,Let's help get this resolved. DM us what happens when you try to connect to Wi-Fi. https://t.co/GDrqU22YpT,Connectivity_Hardware,AUTO_HANDLE,Connectivity_Hardware,AUTO_HANDLE,True,
gold_111,d715e13981c62f5f794e9a2ab5631288,"so since updating my iOS, my speaker via Bluetooth has interference sometimes while I'm perusing Twitter",Thanks for reaching out. Let's take a look at this together. Which iPhone model and iOS version do you have?,Connectivity_Hardware,AUTO_HANDLE,Connectivity_Hardware,AUTO_HANDLE,True,
gold_112,0a85eac2524648ae42de539754b80320,@AppleSupport this is my iPhone 7. On speaker phone. Half the screen quits working. End the call? It goes back to normal. https://t.co/SUEaXsOi3W,"That is very unusual. We'd like to research your support options, so please DM your iOS version and the country you're in. https://t.co/GDrqU22YpT",Connectivity_Hardware,AUTO_HANDLE,Connectivity_Hardware,AUTO_HANDLE,True,
gold_113,888ca3835c51c0ce6710f80ef9e0f83a,just wanna know why my phone keeps turning bluetooth on by itself???? @115858.... wanna explain this????,"We can look into this. Can you tell us the iOS version of your iPhone? Also, are you disabling Bluetooth from Settings?",Connectivity_Hardware,AUTO_HANDLE,Connectivity_Hardware,AUTO_HANDLE,True,
gold_114,948ee098ee1e13a4c03edd866d2b7dbe,"please, for the love of god. Fix the automatic connection to WiFi even after I turn my WiFi availability off","We'd like to take a look into this. Send us a DM with details, and we'll get started. https://t.co/GDrqU22YpT",Connectivity_Hardware,AUTO_HANDLE,Connectivity_Hardware,AUTO_HANDLE,True,
gold_115,138a8e94af0ccfe50cdc6e11340a1006,Why am I unable to buy music w/ my card when I've little more than enough money in it than the amount of the song I'm buying?,"Thanks for reaching out. If you're experiencing iTunes billing issues, contact our iTunes Store Support here: https://t.co/SDIe7UiyJN",General_Product_Inquiry,AUTO_HANDLE,Billing_Subscriptions,ESCALATE_TO_HUMAN,True,
gold_116,19fdf4ad46349dd374e7d869acd8a75f,"why does my iPhone cable intermittently cause my phone to come up with the message, #thisaccessoryisnotsuppotted? #frustrated",Let's see what we can figure out. Are you using an Apple branded cable or 3rd party?,General_Product_Inquiry,AUTO_HANDLE,Connectivity_Hardware,AUTO_HANDLE,True,
gold_117,08a0df074674d13e778833793fa40226,so my iPhone was perfectly working a minute back and then it stopped working just out of nowhere. what kind of a sorcery is this 😶 @115858,What trouble are you having? We'll look into this with you and see what's going on.,General_Product_Inquiry,AUTO_HANDLE,Software_Bug_OS_Update,AUTO_HANDLE,True,
gold_118,9712b42e22de63f17df224b33c7f7910,I completed your diagnostics test and did everything you asked now my phone is Continuously vibrating like I'm getting a notification,Let's work together on a solution. Send us a DM with more information and we'll go from there. https://t.co/GDrqU22YpT,General_Product_Inquiry,AUTO_HANDLE,Software_Bug_OS_Update,AUTO_HANDLE,True,
gold_119,a0a91b9ed3164ce9d946751dffca060e,Help! Apple Watch wont restore previous backup #help #apple @AppleSupport,"We'll be glad to help. To clarify, are you trying to restore a backup to your Apple Watch, or are you attempting to back it up?",General_Product_Inquiry,AUTO_HANDLE,General_Product_Inquiry,AUTO_HANDLE,True,
gold_120,e2b9a81365e17aa70fca118ab3d54ad4,"I just had manipulated by your call center platform. Somehow, you got my permission to use my data which I never wanted!!! +",We are here to help. DM us the details of your issue and we can take a look at this. https://t.co/GDrqU22YpT,General_Product_Inquiry,AUTO_HANDLE,Account_Access_Security,ESCALATE_TO_HUMAN,True,
gold_121,52c724efd5dc77df1efab9c83de8222b,just received this email. Is this legit or is it a scam??? https://t.co/jVGeeCcB3t,Here's a resource that will help to identify legitimate emails and how to report suspicious emails: https://t.co/jvHankNwJG,General_Product_Inquiry,AUTO_HANDLE,Account_Access_Security,ESCALATE_TO_HUMAN,True,
gold_122,411e32ae19f22fe6446628cd9c6f6f85,Your apple store is driving me crazy. Gave Airpods to my daughter and they won't help her replace a case. VERY poor service,We'd like to hear more about your experience &amp; see if we can help with your technical issue. Send a DM to let us know more. https://t.co/GDrqU2kzhr,General_Product_Inquiry,AUTO_HANDLE,Connectivity_Hardware,ESCALATE_TO_HUMAN,True,
gold_123,7b723fe21a13ba48646a1ee53fd1f552,Oi @AppleSupport I asked #siri to put an appointment in my calendar for next Tuesday. She booked it for a week on Tuesday. Surely that's wrong? Lucky I caught it. #StupidSiri,Let's take a look at this together. Can you confirm your iOS version for us please?,General_Product_Inquiry,AUTO_HANDLE,General_Product_Inquiry,AUTO_HANDLE,True,
gold_124,522cbc25e330b4f7c69a7e1283f2d225,I received a questionable email yesterday. Can I email it to you for you to check if it's legit?,We're here for you. You can find all the info to help you identify and report phishing emails here: https://t.co/LNMCdqt6fD,General_Product_Inquiry,AUTO_HANDLE,Account_Access_Security,ESCALATE_TO_HUMAN,True,
gold_125,62aad89ccba84170e87791a731885282,Cometí el grave error de actualizar el software. Ahora todo es lento y la pila no dura nada. Gracias @115858 @AppleSupport #MyLastiPhone,We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,General_Product_Inquiry,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_126,faa0a1d249064f466b7f327350f03b68,I wish Safari 11's auto-zoom actually worked :/,"Hey, we appreciate that video. To help us look into this, send us a DM and we'll go from there. https://t.co/GDrqU22YpT",General_Product_Inquiry,AUTO_HANDLE,Software_Bug_OS_Update,AUTO_HANDLE,True,
gold_127,12da923701fc065b357015817af9e5f5,since updating to 11.0.2 something called System is using all the GB on my phone. It keeps saying storage full.,Let's take a look into your storage. Could you send us a DM when you have a chance? https://t.co/GDrqU22YpT,General_Product_Inquiry,AUTO_HANDLE,Software_Bug_OS_Update,AUTO_HANDLE,True,
gold_128,2a2651b43ec51793a158e48676be7b16,"""Page not found"" if one clicks on the links to get the sample code @115858 @AppleSupport https://t.co/lFRboi0uaA https://t.co/FntnHq855f",Our developer support is in the best position to assist with this and can be contacted from here: https://t.co/hEaoE4MHuT,General_Product_Inquiry,AUTO_HANDLE,General_Product_Inquiry,AUTO_HANDLE,True,
gold_129,2d6ae748129977f1bfb0c481b05b7be7,school started an hour and a half ago and my phone went from 100 to 36.... all I've been doing is listening to music....,Thanks for reaching out to us. Please send us a DM and we can go from there. https://t.co/GDrqU22YpT,General_Product_Inquiry,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_130,cbd0ae0aea5853da785c49dbc3ecf519,how to ping on iphone 5 bbm. hehe :D,We'd like to help as best we can. Do you want to set up notifications for a third-party messaging app?,General_Product_Inquiry,AUTO_HANDLE,General_Product_Inquiry,AUTO_HANDLE,True,
gold_131,dad57167f3ba4021bbd7c24dd0eff34b,apple support my ipad reverted to the old Siri voice and i had to re-download the new one just thought u should know,Thanks for that. We appreciate you reaching out. Can you send us a DM and provide us more details about how and when this happened? https://t.co/GDrqU22YpT,General_Product_Inquiry,AUTO_HANDLE,Software_Bug_OS_Update,AUTO_HANDLE,True,
gold_132,d3a980a0834af4d32f31359e42b2e173,"Thisversion of macOS hashad error aftererror, every time I turnoff the computer the screen stays that way for almost a minute. https://t.co/se87knAw2a",Thank you for this information. Go ahead and send us a Direct Message using this link and we'll continue from there: https://t.co/GDrqU22YpT,General_Product_Inquiry,AUTO_HANDLE,Software_Bug_OS_Update,AUTO_HANDLE,True,
gold_133,5f29bd8df955e0c0c8f8188e72bea329,ive managed not to lose my headphone adapter but now its not working @AppleSupport send me a new one https://t.co/NlYP0Xgbhn,We want to get you listening to your tunes again. Are you able to hear any sound? Do the headphones work with other devices?,General_Product_Inquiry,AUTO_HANDLE,Connectivity_Hardware,ESCALATE_TO_HUMAN,True,
gold_134,c99a2cabfd3d09356bbc4d7160a2a84c,"If there is only hardware problem, why you guys force customer to reset their devices? And what about their data?",We'd like to learn more about your issue so we can better answer your question. Tell us more about what's happening in DM. https://t.co/GDrqU22YpT,General_Product_Inquiry,AUTO_HANDLE,General_Product_Inquiry,AUTO_HANDLE,True,
gold_135,13244140452582fefb3e4baea0913dbd,"well, that upgrade sucked. Hope you come out with fixes soon I got little red circles with numbers in them on a half dozen app",Meet us in DM. We'd like to support you. https://t.co/GDrqU22YpT,General_Product_Inquiry,AUTO_HANDLE,Software_Bug_OS_Update,AUTO_HANDLE,True,
gold_136,1934ce688574cbd69f731cfe5aac4f2e,how can you remove the volume icon from the control centre when you double click?Autistic son on max volume as it is!@137011,Thanks for reaching out to us. Here is a resource for the things that you can remove: https://t.co/vodH4madjc,General_Product_Inquiry,AUTO_HANDLE,General_Product_Inquiry,AUTO_HANDLE,True,
gold_137,1b7dcb8041715157d539a67d8690244f,my phone's been so glitchy these last couple of days 😩,Let's help. Check out the steps shown here: https://t.co/fUZ0NRJxcn but keep us posted.,General_Product_Inquiry,AUTO_HANDLE,Software_Bug_OS_Update,AUTO_HANDLE,True,
gold_138,fa520d15ef24b1bc37b345dc333e5c77,your customer care sucks.items under warranty not fixed after 6 weeks &amp;apparently the guy on phone only answers to who pays his wages,That's not what we'd like to hear. Can you start by letting us know more about your experience via DM? https://t.co/GDrqU22YpT,General_Product_Inquiry,AUTO_HANDLE,Connectivity_Hardware,ESCALATE_TO_HUMAN,True,
gold_139,eff56682a97ae167983d3dd7b33fc2f3,"whys my camera roll all of a sudden in some random order, trying to find recent saved pics in 4500+ pictures isn't fun",We'd like to look into this with you. Please join us in DM. https://t.co/GDrqU22YpT,General_Product_Inquiry,AUTO_HANDLE,Software_Bug_OS_Update,AUTO_HANDLE,True,
gold_140,baf637d2473ddd61bab9d60cb0a32c79,Why is my phone suddenly asking me to verify my passwords for every social network app I log on to today? 🤔 @AppleSupport,That's not expected behavior. Can you tell us which iOS version you are currently using please?,Account_Access_Security,ESCALATE_TO_HUMAN,Account_Access_Security,ESCALATE_TO_HUMAN,True,
gold_141,fdc81282356056ba42c9fbaa8a443ff2,wtf your support person via app told me to sign out of my Apple ID then back in and now my library won't load,We'd like to assist. Could you send us a DM so we can get some more information? https://t.co/GDrqU22YpT,Account_Access_Security,ESCALATE_TO_HUMAN,Account_Access_Security,ESCALATE_TO_HUMAN,True,
gold_142,30c9a480e73b9c3d9c7a19892c84b180,"my Apple ID has been disabled several times in the past, I set up a new one and disabled straight away, what can I do?","Thanks for contacting us, we can help you. Check out and follow the steps in this support article: https://t.co/HH37urdbz9",Account_Access_Security,ESCALATE_TO_HUMAN,Account_Access_Security,ESCALATE_TO_HUMAN,True,
gold_143,6539f229825a3afe9b315838cf9dd05a,I'm unable to sync my notes from one of my Macs to iPad or other Mac. Is iCloud down?? Tried various different things.,"iCloud is up and running: https://t.co/7NVrDovSd8 Tell us what happens when you try to sync Notes, and we'll help out.",Account_Access_Security,ESCALATE_TO_HUMAN,Account_Access_Security,ESCALATE_TO_HUMAN,True,
gold_144,694253374dc463559ee58f001aee364a,"i need help deleting photos off of my iPhone, but not losing the photos in my iCloud.",Let's see how we can assist. This link has great info on managing the photo storage on your iPhone: https://t.co/j1xchNl9UN,Account_Access_Security,ESCALATE_TO_HUMAN,Account_Access_Security,ESCALATE_TO_HUMAN,True,
gold_145,07622e9e7b8a62c317cc2e4ce8b8e97e,Is it possible to move an iCloud email address from one AppleID to another? I'd like to move my @798 address to my new account.,We can go over some information about that. Let's talk in DM. https://t.co/GDrqU22YpT,Account_Access_Security,ESCALATE_TO_HUMAN,Account_Access_Security,ESCALATE_TO_HUMAN,True,
gold_146,ad045fab5f001aca5a9b58ce8e2019a5,Can anyone help me please? I have new iPhone? I have back-up the photos but where is the iCloud photos? https://t.co/ECBaomhGDA,Congrats on your new iPhone! Photos in the iCloud Photo Library can be viewed at https://t.co/MdGttk34mz Questions? DM us. https://t.co/GDrqU2kzhr,Account_Access_Security,ESCALATE_TO_HUMAN,Account_Access_Security,ESCALATE_TO_HUMAN,True,
gold_147,44e6a483820b351c3a398854823a776c,my freaking icloud backed up everything from 2015/16 and all the old pics of my ex i deleted CAME BACK @18540 @115858 fix it,We understand your concern and would like to help you. Send us a DM to get started. https://t.co/GDrqU22YpT,Account_Access_Security,ESCALATE_TO_HUMAN,Account_Access_Security,ESCALATE_TO_HUMAN,True,
gold_148,fc1a095c8299ee494ae901c34be1a94c,"Hi - just logged into iCloud from my MBA, the 2FA code came though on the same machine but none of my other devices!",Hi there. Let's help. Were you able to successfully log in using the code received on the MacBook Air?,Account_Access_Security,ESCALATE_TO_HUMAN,Account_Access_Security,ESCALATE_TO_HUMAN,True,
gold_149,903172853381622080c401625a9160dd,why wont you send me a verification code so i can sign into my account?,We want to help. Take a look at the info in this link and let us know if you are still having issues: https://t.co/dSCGMAN0vv,Account_Access_Security,ESCALATE_TO_HUMAN,Account_Access_Security,ESCALATE_TO_HUMAN,True,
gold_150,e86e234e3b71bfba9a0ab95ab0de36b1,iMessage has logged me out about 40 times today &amp; I've spent too much of my life trying to sign back in with new passwords 😫😫😫,We want to be sure you can use iMessage as expected. Are you using a Mac or an iOS device?,Account_Access_Security,ESCALATE_TO_HUMAN,Account_Access_Security,ESCALATE_TO_HUMAN,True,
gold_151,92402a869a178b4c82b2de4cb3b61a92,Battery life on 3 month old iPhone 7 is ruined since 11.0.2. 1% of battery life lasting &lt;1 minute. Need phone for 2FA.,We can check out your battery in more detail. Meet us in DM at the link below. https://t.co/GDrqU22YpT,Account_Access_Security,ESCALATE_TO_HUMAN,Device_Performance_Battery,AUTO_HANDLE,True,
gold_152,8ef11ecf777c4e132ab1657760212b0a,@187939 ICloud has been hacked by a very sick person. PLEASE PLEASE help her get it back immediately. I love u Amy!,We are here to help. DM us the details of your issue and we can take a look at this. https://t.co/GDrqU22YpT,Account_Access_Security,ESCALATE_TO_HUMAN,Account_Access_Security,ESCALATE_TO_HUMAN,True,
gold_153,b0f1c455f058280ae4b7959a2668e726,"@applesupport please give me back the 1.7 gb of photos. You can see, there are no photos in icloud 😒 #icloud https://t.co/fYK1kXA6sF",Let's look into this together. Please send us a DM and we will go from there. https://t.co/GDrqU22YpT,Account_Access_Security,ESCALATE_TO_HUMAN,Account_Access_Security,ESCALATE_TO_HUMAN,True,
gold_154,165f4bcb824ba41725af6ecb4dfc3b66,I just lost all of my icloud information because my phone number was different than when I first started the account thanks @AppleSupport,"We know how important iCloud can be. If you haven't already, please check out our Apple ID resources: https://t.co/UJm15vmMM2",Account_Access_Security,ESCALATE_TO_HUMAN,Account_Access_Security,ESCALATE_TO_HUMAN,True,
gold_155,b63ce6e3fa251255a029d0b27f7079f4,i use ip7+ and my apple id has been disable. Can u help me? https://t.co/BSXFVrbjQ0,We want to help get you headed in the right direction. Let's continue in DM. https://t.co/GDrqU22YpT,Account_Access_Security,ESCALATE_TO_HUMAN,Account_Access_Security,ESCALATE_TO_HUMAN,True,
gold_156,b573b2b1e9b8be02f3a702748debaefc,my phone keeps doing this and as u can see i have that function locked https://t.co/6MQTDLS6tR,We're happy to help sort this out. Since first noticing this have you restarted your iPhone? https://t.co/OWRDHWSt4h,Account_Access_Security,ESCALATE_TO_HUMAN,Software_Bug_OS_Update,AUTO_HANDLE,True,
gold_157,a7ae73b08f98926cc4acfcd1da81e186,@AppleSupport iPhone is showing wrong song when phone is locked and playing music on Spotify. Phone or Spotify issue?,"We'll be glad to help you with this. Have you tried restarting your iPhone? If not, follow this: https://t.co/n9BF3L9h6y",Account_Access_Security,ESCALATE_TO_HUMAN,General_Product_Inquiry,AUTO_HANDLE,True,
gold_158,19fc0ff32648106ea70209cb9bd04421,I can't ACTIVATE MY NEW PHONE bc i need a verification code being sent to my phone that I can't get until it's activated pls help,We'd love to help! This link will help you get a verification code: https://t.co/gZlEJEsNrU,Account_Access_Security,ESCALATE_TO_HUMAN,Account_Access_Security,ESCALATE_TO_HUMAN,True,
gold_159,ff73ee4552cbc0cf52f9f4e7cdaa223e,Kan niet inloggen bij iCloud...sinds laatste update.. Hoe los ik dit op? @AppleSupport,We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,Account_Access_Security,ESCALATE_TO_HUMAN,Account_Access_Security,ESCALATE_TO_HUMAN,True,
gold_160,bdaea4a8c711baceb1b839713bf7bf95,"hi, just installed 11.0.2 iOS on iPhone SE. Can't seem to accept iCloud terms and conditions, page gets stuck, pls help! https://t.co/mEXVOHXW4G",We are here for you. Have you tried restarting your iPhone? Do you get the same results after a restart? Let us know to continue.,Account_Access_Security,ESCALATE_TO_HUMAN,Account_Access_Security,ESCALATE_TO_HUMAN,True,
gold_161,cf3a729309d2dd9b25388d1cc23bcf6e,"iOS11 has a call end button problem. its displayed while phone is LOCKED, calls disconnect! please advise! Bug rpt team says no!","Hey there, we know how important it is for our iPhones to work properly. Let's meet in DM and we can gather more info there. https://t.co/GDrqU22YpT",Account_Access_Security,ESCALATE_TO_HUMAN,Software_Bug_OS_Update,AUTO_HANDLE,True,
gold_162,9d3e01c019e1efafa081c3fb03592643,"If you use on iMessage on a daily basis, avoid macOS High Sierra. The new iCloud sync sucks. I keep missing texts. @115858 @AppleSupport",We'd like to help. DM us what country or region you're located in. https://t.co/GDrqU22YpT,Account_Access_Security,ESCALATE_TO_HUMAN,Account_Access_Security,ESCALATE_TO_HUMAN,True,
gold_163,6fc8760c989eee77f87679ddc0956d42,Trying to create an app specific PW. Your Apple ID sign-in page doesn't completely load. Thoughts? https://t.co/H06BwnAGY3,"Hey, we want to hear more about what's going on so we can help. DM us and let's continue there. https://t.co/GDrqU22YpT",Account_Access_Security,ESCALATE_TO_HUMAN,Account_Access_Security,ESCALATE_TO_HUMAN,True,
gold_164,3150d847bd6cbfb8152f3258076c625c,Two factor auth is a broken mess @115858 - nothing like typing in passwords and codes repeatedly when you just want to watch TV. Doesn't work,"We'd like to help. Tell us which device you're having the issue with, and what error message if any you're experiencing.",Account_Access_Security,ESCALATE_TO_HUMAN,Account_Access_Security,ESCALATE_TO_HUMAN,True,
gold_165,dd0e084a2aae91bfc8138df44f2b4a04,#iPhone backup to iTunes won't work. Contacted @115858 and they said I need to pay for storage and backup to iCloud instead. #fail,We're here for you. DM us what happens when you try to create a backup via iTunes and we can go from there. https://t.co/GDrqU22YpT,Account_Access_Security,ESCALATE_TO_HUMAN,General_Product_Inquiry,AUTO_HANDLE,True,
gold_166,be78450bb7d6fe6b5dff3dbd9984a019,"Hey @AppleSupport, I have a problem to receive your SMS to verify my phone number on my apple ID and for two steps verification. HELP ! DM ?",Hey David. We'd like to help out and believe this will provide you more details: https://t.co/bF855rAnKh DM us if needed. https://t.co/GDrqU22YpT,Account_Access_Security,ESCALATE_TO_HUMAN,Account_Access_Security,ESCALATE_TO_HUMAN,True,
gold_167,76ffa05bfffcb7391928a3834e4965b4,you're password reset isn't working at all.,Thanks for reaching out to us. Can you please provide more information about the password reset problem in DM? Thanks. https://t.co/GDrqU22YpT,Account_Access_Security,ESCALATE_TO_HUMAN,Account_Access_Security,ESCALATE_TO_HUMAN,True,
gold_168,ea1a32632ceb296b5ccc86229ef1eba0,"I'm getting password reset emails from an unknown source a couple times a week, do you really recommend resetting every time?",Thanks for reaching out about this. We'd like to look into it with you. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,Account_Access_Security,ESCALATE_TO_HUMAN,Account_Access_Security,ESCALATE_TO_HUMAN,True,
gold_169,8f058a7a60f9f22d6e6d93763c0ebce8,any idea when you'll fix the 11.0.2 update? I have had to completely shut my phone down multiple times because it locked up!,"We'd be happy to take a look into this. Send us a DM, and we'll get started. https://t.co/GDrqU22YpT",Account_Access_Security,ESCALATE_TO_HUMAN,Software_Bug_OS_Update,AUTO_HANDLE,True,
